experiment_id,experiment_name,Read,fit_param_0,fit_param_1,fit_param_2,fit_param_3,fit_param_4,HEPES,Potassium gluatmate,ATP,GTP,CTP,UTP,tRNA,TCEP,Folinic acid,Spermidine,Amino acid solution,DNA,Product,PEG4K 40%,RNAse inhibitor,NEB,AlaRS,ArgRS,AsnRS,AspRS,CysRS,GlnRS,GluRS,GlyRS,HisRS,IleRS,LeuRS,LysRS,MetRS,PheRS,ProRS,SerRS,ThrRS,TrpRS,TyrRS,ValRS,IF1,IF2,IF3,EF-G,EF-Tu,EF-Ts,RF1,RF2,RF3,RRF,MTF,CK,AK,NDK,PPiase,T7RNAP,Ribosome,Magnesium acetate,Creatine phosphate,PPK,PolyP
id,,feature,regressor,regressor,regressor,regressor,regressor,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature
,,discrete,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,discrete,real,real,boolean,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real
74,PPK_20250612_C23,GFP-F-G35,0.000162668,0.386470113,4.166666385,-8.48E-06,3.99664515,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,0,2,30
75,PPK_20250612_E19,GFP-F-G35,0.000154859,0.48484509,4.083332974,-1.10E-05,3.996645487,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,0,2,30
76,PPK_20250612_E21,GFP-F-G35,0.000200967,0.438352591,4.833333075,-1.22E-05,3.996645879,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,0,2,30
77,PPK_20250612_E23,GFP-F-G35,9.82E-05,0.444444824,0.499999349,-3.16E-06,3.996644947,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,0,2,30
78,PPK_20250612_G19,GFP-F-G35,0.000301756,0.747659995,5.166666689,-1.77E-05,3.99665354,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,0,2,30
79,PPK_20250612_G21,GFP-F-G35,0.000224374,0.755898998,3.833332188,-1.35E-05,3.996646876,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,0,2,30
80,PPK_20250612_G23,GFP-F-G35,0.000378232,0.953181053,3.999998258,-1.44E-05,3.996647697,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,0,2,30
81,PPK_20250612_I19,GFP-F-G35,0.012873996,1.643367853,2.249244022,0.000182066,3.962431353,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
82,PPK_20250612_I21,GFP-F-G35,0.013795911,1.663706101,2.249184004,0.000158655,3.964084904,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
83,PPK_20250612_I23,GFP-F-G35,0.021052046,1.757721297,1.915147621,0.000224606,3.972222467,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
84,PPK_20250612_A19,GFP-M-G100,2.52E-05,5.111110988,2.260546714,-4.36E-06,4.255526083,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,30
85,PPK_20250612_A21,GFP-M-G100,3.45E-05,4.345678787,3.343885134,-7.69E-06,4.236425092,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,30
86,PPK_20250612_A23,GFP-M-G100,5.16E-05,5.111111019,5.260562983,-7.43E-06,4.255492452,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,30
87,PPK_20250612_C19,GFP-M-G100,8.70E-05,4.84848501,5.843895255,-6.75E-06,4.253196475,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,0,2,30
88,PPK_20250612_C21,GFP-M-G100,6.75E-05,3.692307652,5.427226938,-7.19E-06,4.191860012,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,0,2,30
89,PPK_20250612_C23,GFP-M-G100,3.41E-05,4.444444214,2.84388145,-6.60E-06,4.241069953,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,0,2,30
90,PPK_20250612_E19,GFP-M-G100,4.09E-05,3.839999752,3.760554484,-7.94E-06,4.203838502,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,0,2,30
91,PPK_20250612_E21,GFP-M-G100,2.86E-05,3.999999968,0.843886602,-2.33E-06,4.215290371,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,0,2,30
92,PPK_20250612_E23,GFP-M-G100,2.95E-05,5.142857168,1.343891723,-3.64E-06,4.25585828,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,0,2,30
93,PPK_20250612_G19,GFP-M-G100,7.58E-05,2.909090557,4.84389168,-8.66E-06,4.107604871,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,0,2,30
94,PPK_20250612_G21,GFP-M-G100,0.000224508,2.081301158,5.927224427,-9.67E-06,4.005680263,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,0,2,30
95,PPK_20250612_G23,GFP-M-G100,8.99E-05,2.550723405,3.010549631,-5.29E-06,4.062826078,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,0,2,30
96,PPK_20250612_I19,GFP-M-G100,0.005391984,1.634797346,2.260239347,8.28E-05,3.961910136,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
97,PPK_20250612_I21,GFP-M-G100,0.005851523,1.672758516,2.260204329,7.55E-05,3.964972893,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
98,PPK_20250612_I23,GFP-M-G100,0.009283069,1.725399608,2.009925398,6.55E-05,3.969457438,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
99,PPK_20250613_I1,GFP-F-G35,0.008974612,1.377843692,2.499635315,0.00011721,3.941732098,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
100,PPK_20250613_I4,GFP-F-G35,0.007559945,1.336832585,2.583048879,0.000115494,3.939800457,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
101,PPK_20250613_I7,GFP-F-G35,0.011109086,1.579384053,2.416113944,6.73E-05,3.954190003,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
102,PPK_20250613_K1,GFP-F-G35,0.055501111,4.609334134,0.934610472,0.00088268,4.243902295,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16,0,2,30
103,PPK_20250613_K4,GFP-F-G35,0.054909552,4.614706634,0.923347497,0.000868869,4.243993282,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16,0,2,30
104,PPK_20250613_K7,GFP-F-G35,0.054887179,4.6328282,0.913237928,0.000867154,4.244675509,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16,0,2,30
105,PPK_20250613_M1,GFP-F-G35,0.058405103,4.67693971,0.930216173,0.000986059,4.245856932,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,0,2,30
106,PPK_20250613_M4,GFP-F-G35,0.055378798,4.79218467,0.907763067,0.000868478,4.250240045,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,0,2,30
107,PPK_20250613_M7,GFP-F-G35,0.052713883,4.846884327,0.894593799,0.000774039,4.251661235,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,0,2,30
108,PPK_20250613_O1,GFP-F-G35,0.050589906,4.79596331,0.964137015,0.000723992,4.251031084,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20,0,2,30
109,PPK_20250613_O4,GFP-F-G35,0.050972422,4.721502832,0.9499264,0.000821205,4.246027328,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20,0,2,30
110,PPK_20250613_O7,GFP-F-G35,0.046453508,4.855639303,0.940909725,0.00067404,4.250974996,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20,0,2,30
111,PPK_20250613_I1,GFP-M-G100,0.003570786,1.491740549,2.58956973,1.91E-05,3.9483201,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
112,PPK_20250613_I4,GFP-M-G100,0.003010463,1.380800084,2.589603839,4.31E-05,3.942029417,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
113,PPK_20250613_I7,GFP-M-G100,0.004328209,1.555136295,2.422842916,3.56E-05,3.952544522,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14,0,2,30
