experiment_id,experiment_name,Read,fit_param_0,fit_param_1,fit_param_2,fit_param_3,fit_param_4,HEPES,Potassium gluatmate,ATP,GTP,CTP,UTP,tRNA,TCEP,Folinic acid,Spermidine,Amino acid solution,DNA,Product,PEG4K 40%,RNAse inhibitor,NEB,AlaRS,ArgRS,AsnRS,AspRS,CysRS,GlnRS,GluRS,GlyRS,HisRS,IleRS,LeuRS,LysRS,MetRS,PheRS,ProRS,SerRS,ThrRS,TrpRS,TyrRS,ValRS,IF1,IF2,IF3,EF-G,EF-Tu,EF-Ts,RF1,RF2,RF3,RRF,MTF,CK,AK,NDK,PPiase,T7RNAP,Ribosome,Magnesium acetate,Creatine phosphate,PPK,PolyP
id,,feature,regressor,regressor,regressor,regressor,regressor,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature
,,discrete,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,discrete,real,real,boolean,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real
33,PPK_20250611_E11,GFP-F-G35,0.111118489,3.244973664,1.045517435,0.00121345,4.143592884,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,0
34,PPK_20250611_E14,GFP-F-G35,0.111636143,3.258344001,1.04367449,0.001237191,4.145077852,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,0
35,PPK_20250611_E17,GFP-F-G35,0.114476266,3.346139123,1.026899228,0.001293351,4.154456267,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,0
36,PPK_20250611_G11,GFP-F-G35,0.109254659,3.336289131,1.041917292,0.001173417,4.153506016,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,9,20,0,0
37,PPK_20250611_G14,GFP-F-G35,0.110042732,3.336871271,1.038146009,0.00128924,4.153478938,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,9,20,0,0
38,PPK_20250611_G17,GFP-F-G35,0.103442093,3.227380772,1.068331415,0.001159376,4.141778752,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,9,20,0,0
39,PPK_20250611_I11,GFP-F-G35,0.1022335,3.262887419,1.089480284,0.001133277,4.145479305,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,20,0,0
40,PPK_20250611_I14,GFP-F-G35,0.101733456,3.194960266,1.101208866,0.001276812,4.137863926,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,20,0,0
41,PPK_20250611_I17,GFP-F-G35,0.101191414,3.202564245,1.109568688,0.001264908,4.13881738,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,20,0,0
42,PPK_20250611_K11,GFP-F-G35,0.094275006,3.231492157,1.107278096,0.001154445,4.142018159,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11,20,0,0
43,PPK_20250611_K14,GFP-F-G35,0.095910869,3.24222714,1.106864979,0.001181575,4.143251073,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11,20,0,0
44,PPK_20250611_K17,GFP-F-G35,0.093992557,3.240715889,1.107154737,0.001199647,4.14300186,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11,20,0,0
45,PPK_20250611_M11,GFP-F-G35,0.09174841,3.321115653,1.09341266,0.001125227,4.151836333,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,20,0,0
46,PPK_20250611_M14,GFP-F-G35,0.090670829,3.329052149,1.100211882,0.001113102,4.152743422,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,20,0,0
47,PPK_20250611_M17,GFP-F-G35,0.079341631,3.180376827,1.1526345,0.000972186,4.136453638,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,20,0,0
48,PPK_20250611_A11,GFP-M-G100,0.050835141,1.364930141,2.337787829,0.000430446,3.965040798,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,6,20,0,0
49,PPK_20250611_A14,GFP-M-G100,0.054716149,1.383799113,2.260578843,0.000512998,3.965303202,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,6,20,0,0
50,PPK_20250611_A17,GFP-M-G100,0.088172134,1.740514345,1.822570123,0.000932646,3.956641274,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,6,20,0,0
51,PPK_20250611_C11,GFP-M-G100,0.082924074,2.609307121,1.374435817,0.000537022,4.034007479,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,7,20,0,0
52,PPK_20250611_C13,GFP-M-G100,0.082796569,2.516930736,1.370576893,0.000859176,4.032159829,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,7,20,0,0
53,PPK_20250611_C17,GFP-M-G100,0.084748751,2.557714308,1.356344741,0.000791829,4.031055204,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,7,20,0,0
54,PPK_20250611_E11,GFP-M-G100,0.090140988,2.674747169,1.336197857,0.000908905,4.047166688,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,0
55,PPK_20250611_E14,GFP-M-G100,0.09080574,2.639542957,1.340343927,0.001003162,4.050994655,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,0
56,PPK_20250611_E17,GFP-M-G100,0.089344542,2.61737156,1.341818943,0.001078265,4.046990578,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,0
57,PPK_20250611_G11,GFP-M-G100,0.07293438,2.813232675,1.28810264,0.000814367,4.071734953,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,9,20,0,0
58,PPK_20250611_G14,GFP-M-G100,0.067622076,2.497633264,1.282565817,0.000986283,4.0499413,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,9,20,0,0
59,PPK_20250611_G17,GFP-M-G100,0.073003277,2.80524885,1.281795086,0.000869795,4.074284623,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,9,20,0,0
60,PPK_20250611_I11,GFP-M-G100,0.063589702,2.584295729,1.282524814,0.000882484,4.061625352,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,20,0,0
61,PPK_20250611_I14,GFP-M-G100,0.056454901,2.554558736,1.289833907,0.000858611,4.057878859,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,20,0,0
62,PPK_20250611_I17,GFP-M-G100,0.058299599,2.548609462,1.301682581,0.000882356,4.057201443,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10,20,0,0
63,PPK_20250611_K11,GFP-M-G100,0.04925615,2.940208698,1.261363204,0.000630699,4.097075195,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11,20,0,0
64,PPK_20250611_K14,GFP-M-G100,0.051164304,2.656664626,1.264810096,0.000764931,4.071278688,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11,20,0,0
65,PPK_20250611_K17,GFP-M-G100,0.054432843,2.644345845,1.261986859,0.000854442,4.069621094,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,11,20,0,0
66,PPK_20250611_M11,GFP-M-G100,0.050190175,2.712156397,1.262550165,0.000590805,4.07963417,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,20,0,0
67,PPK_20250611_M14,GFP-M-G100,0.048983311,2.721790882,1.236929156,0.000737306,4.079428382,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,20,0,0
68,PPK_20250611_M17,GFP-M-G100,0.046096542,2.746792906,1.345731161,0.000302848,4.08415259,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12,20,0,0
69,PPK_20250612_A19,GFP-F-G35,0.00017615,0.423277343,4.833333114,-1.14E-05,3.996645511,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,30
70,PPK_20250612_A21,GFP-F-G35,0.000132537,0.344083531,3.333333073,-6.84E-06,3.99664502,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,30
71,PPK_20250612_A23,GFP-F-G35,0.000156056,0.380949681,4.833333153,-9.38E-06,3.996645125,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,30
72,PPK_20250612_C19,GFP-F-G35,0.000219146,0.438352766,5.249999791,-1.20E-05,3.996645999,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,0,2,30
73,PPK_20250612_C21,GFP-F-G35,0.000194512,0.432428787,4.749999729,-1.11E-05,3.996645671,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,0,2,30
