VERSION=1.3
ExportFileName=PM HZ 2_2025-05-14_13-24-16_labchip_PURE_Data_B4
SampleLabel=B4
SampleName=PM HZ 2
SampleComment=
SampleAreaConcRatio=0.011875
SampleLowerMarkerTime=12.28
SampleUpperMarkerTime=-1.00
SamplePeakTimes=12.28,15.87,15.95,16.15,16.37,16.60,16.85,17.02,17.40,17.72,17.95,18.22,18.33,18.47,18.57,18.80,18.95,19.12,19.42,19.78,20.07,20.68,20.95,21.45,22.25,22.92,23.97,24.78,25.55,26.13,27.22,28.23
SamplePeakSizes=1.298,9.643,9.978,10.813,11.766,12.850,14.079,14.937,17.029,18.885,20.326,22.050,22.830,23.741,24.438,26.109,27.216,28.477,30.828,33.841,36.274,41.881,44.437,49.436,57.986,65.608,78.481,89.181,99.735,108.072,124.209,140.052
SamplePeakQuantities=,,,,24.0278,7.4225,14.9973,7.0012,96.7363,19.9913,45.2760,61.4333,382.1331,345.3137,628.8239,109.0758,29.6102,85.4635,42.3439,182.5626,1590.0557,1641.8172,2132.1677,1204.7880,2058.1339,1897.5383,294.8024,76.8231,662.1902,418.2104,54.5362,9.4036
PlateFileName=2025-05-14_13-24-16_labchip_PURE
PlateAssayName=HT Protein Express 200
PlateBarCode=N/A
WellAquisitionTime=5/14/2025 1:56:53 PM 
PlateDataFrequency=60
PlateDataStartTime=11.00
PlateDataEndTime=42.00
PlateConcUnits=ng/ul
PlateSizeUnits=kDa
PlateLadderSizes=1.40,15.90,20.40,28.90,48.40,68.40,119.20
ChipID=H296P-0563N-03
Operator=ACJS
DATA
Time,Value,Size
3.250,-2.364,0.00
3.267,-2.433,0.00
3.283,-2.475,0.00
3.300,-2.546,0.00
3.317,-2.587,0.00
3.333,-2.653,0.00
3.350,-2.725,0.00
3.367,-2.769,0.00
3.383,-2.783,0.00
3.400,-2.903,0.00
3.417,-3.245,0.00
3.433,-3.761,0.00
3.450,-4.297,0.00
3.467,-4.795,0.00
3.483,-5.220,0.00
3.500,-5.613,0.00
3.517,-6.006,0.00
3.533,-6.333,0.00
3.550,-6.575,0.00
3.567,-6.755,0.00
3.583,-6.925,0.00
3.600,-7.069,0.00
3.617,-7.201,0.00
3.633,-7.344,0.00
3.650,-7.471,0.00
3.667,-7.556,0.00
3.683,-7.622,0.00
3.700,-7.679,0.00
3.717,-7.747,0.00
3.733,-7.771,0.00
3.750,-7.754,0.00
3.767,-7.712,0.00
3.783,-7.681,0.00
3.800,-7.684,0.00
3.817,-7.732,0.00
3.833,-7.806,0.00
3.850,-7.854,0.00
3.867,-7.877,0.00
3.883,-7.883,0.00
3.900,-7.838,0.00
3.917,-7.782,0.00
3.933,-7.748,0.00
3.950,-7.756,0.00
3.967,-7.815,0.00
3.983,-7.890,0.00
4.000,-7.956,0.00
4.017,-7.971,0.00
4.033,-7.929,0.00
4.050,-7.848,0.00
4.067,-7.771,0.00
4.083,-7.759,0.00
4.100,-7.787,0.00
4.117,-7.804,0.00
4.133,-7.807,0.00
4.150,-7.792,0.00
4.167,-7.792,0.00
4.183,-7.801,0.00
4.200,-7.816,0.00
4.217,-7.825,0.00
4.233,-7.894,0.00
4.250,-8.015,0.00
4.267,-8.119,0.00
4.283,-8.124,0.00
4.300,-8.085,0.00
4.317,-8.029,0.00
4.333,-8.020,0.00
4.350,-8.038,0.00
4.367,-8.070,0.00
4.383,-8.049,0.00
4.400,-8.062,0.00
4.417,-8.091,0.00
4.433,-8.111,0.00
4.450,-8.057,0.00
4.467,-8.038,0.00
4.483,-8.043,0.00
4.500,-8.078,0.00
4.517,-8.075,0.00
4.533,-8.020,0.00
4.550,-7.938,0.00
4.567,-7.963,0.00
4.583,-8.044,0.00
4.600,-8.085,0.00
4.617,-8.068,0.00
4.633,-8.022,0.00
4.650,-7.987,0.00
4.667,-7.952,0.00
4.683,-7.888,0.00
4.700,-7.777,0.00
4.717,-7.659,0.00
4.733,-7.608,0.00
4.750,-7.517,0.00
4.767,-7.433,0.00
4.783,-7.358,0.00
4.800,-7.234,0.00
4.817,-7.159,0.00
4.833,-7.057,0.00
4.850,-6.936,0.00
4.867,-6.794,0.00
4.883,-6.587,0.00
4.900,-6.370,0.00
4.917,-6.107,0.00
4.933,-5.866,0.00
4.950,-5.620,0.00
4.967,-5.290,0.00
4.983,-5.014,0.00
5.000,-4.742,0.00
5.017,-4.511,0.00
5.033,-4.307,0.00
5.050,-4.072,0.00
5.067,-3.856,0.00
5.083,-3.653,0.00
5.100,-3.458,0.00
